timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1703253155487,2,Create character,200,OK,Home Work 17 1-50,text,true,,235,227,1,1,http://localhost:3001/character,2,0,0
1703253155489,2,Change character,200,OK,Home Work 17 1-50,text,true,,235,229,1,1,http://localhost:3001/character/4,2,0,0
1703253155491,2,Delete character,200,OK,Home Work 17 1-50,text,true,,249,232,1,1,http://localhost:3001/character/4,2,0,0
1703253155495,2,Characters,200,OK,Home Work 17 1-51,text,true,,257,126,1,1,http://localhost:3001/characters,2,0,0
1703253155498,2,Characters by ID,200,OK,Home Work 17 1-51,text,true,,235,127,1,1,http://localhost:3001/character/1,2,0,0
1703253155500,2,Create character,200,OK,Home Work 17 1-51,text,true,,235,227,1,1,http://localhost:3001/character,2,0,0
1703253155502,2,Change character,200,OK,Home Work 17 1-51,text,true,,235,229,2,2,http://localhost:3001/character/4,2,0,0
1703253155504,2,Delete character,200,OK,Home Work 17 1-51,text,true,,249,232,2,2,http://localhost:3001/character/4,2,0,0
1703253155504,3,Characters,200,OK,Home Work 17 1-52,text,true,,257,126,2,2,http://localhost:3001/characters,3,0,1
1703253155507,2,Characters by ID,200,OK,Home Work 17 1-52,text,true,,235,127,1,1,http://localhost:3001/character/1,2,0,0
1703253155510,2,Create character,200,OK,Home Work 17 1-52,text,true,,235,227,1,1,http://localhost:3001/character,2,0,0
1703253155513,2,Change character,200,OK,Home Work 17 1-52,text,true,,235,229,2,2,http://localhost:3001/character/4,2,0,0
1703253155515,3,Delete character,200,OK,Home Work 17 1-52,text,true,,249,232,2,2,http://localhost:3001/character/4,2,0,0
1703253155515,3,Characters,200,OK,Home Work 17 1-53,text,true,,257,126,1,1,http://localhost:3001/characters,3,0,1
1703253155519,2,Characters by ID,200,OK,Home Work 17 1-53,text,true,,235,127,1,1,http://localhost:3001/character/1,2,0,0
1703253155521,2,Create character,200,OK,Home Work 17 1-53,text,true,,235,227,1,1,http://localhost:3001/character,2,0,0
1703253155523,3,Change character,200,OK,Home Work 17 1-53,text,true,,235,229,2,2,http://localhost:3001/character/4,3,0,0
1703253155524,5,Characters,200,OK,Home Work 17 1-54,text,true,,260,126,2,2,http://localhost:3001/characters,5,0,2
1703253155527,3,Delete character,200,OK,Home Work 17 1-53,text,true,,249,232,2,2,http://localhost:3001/character/4,3,0,0
1703253155530,3,Characters by ID,200,OK,Home Work 17 1-54,text,true,,235,127,1,1,http://localhost:3001/character/1,3,0,0
1703253155533,3,Create character,200,OK,Home Work 17 1-54,text,true,,235,227,2,2,http://localhost:3001/character,3,0,0
1703253155536,3,Change character,200,OK,Home Work 17 1-54,text,true,,235,229,2,2,http://localhost:3001/character/4,2,0,0
1703253155536,4,Characters,200,OK,Home Work 17 1-55,text,true,,260,126,2,2,http://localhost:3001/characters,4,0,0
1703253155539,3,Delete character,200,OK,Home Work 17 1-54,text,true,,249,232,2,2,http://localhost:3001/character/4,3,0,0
1703253155540,2,Characters by ID,200,OK,Home Work 17 1-55,text,true,,235,127,2,2,http://localhost:3001/character/1,2,0,0
1703253155543,2,Create character,200,OK,Home Work 17 1-55,text,true,,235,227,2,2,http://localhost:3001/character,2,0,0
1703253155546,2,Change character,200,OK,Home Work 17 1-55,text,true,,235,229,2,2,http://localhost:3001/character/4,2,0,0
1703253155546,3,Characters,200,OK,Home Work 17 1-56,text,true,,260,126,2,2,http://localhost:3001/characters,3,0,1
1703253155549,2,Delete character,200,OK,Home Work 17 1-55,text,true,,249,232,2,2,http://localhost:3001/character/4,2,0,0
1703253155550,2,Characters by ID,200,OK,Home Work 17 1-56,text,true,,235,127,1,1,http://localhost:3001/character/1,2,0,0
1703253155553,2,Create character,200,OK,Home Work 17 1-56,text,true,,235,227,1,1,http://localhost:3001/character,2,0,0
1703253155555,3,Change character,200,OK,Home Work 17 1-56,text,true,,235,229,2,2,http://localhost:3001/character/4,3,0,0
1703253155557,3,Characters,200,OK,Home Work 17 1-57,text,true,,260,126,2,2,http://localhost:3001/characters,3,0,1
1703253155558,2,Delete character,200,OK,Home Work 17 1-56,text,true,,249,232,2,2,http://localhost:3001/character/4,2,0,0
1703253155561,2,Characters by ID,200,OK,Home Work 17 1-57,text,true,,235,127,1,1,http://localhost:3001/character/1,2,0,0
1703253155563,2,Create character,200,OK,Home Work 17 1-57,text,true,,235,227,2,2,http://localhost:3001/character,2,0,0
1703253155565,3,Change character,200,OK,Home Work 17 1-57,text,true,,235,229,2,2,http://localhost:3001/character/4,3,0,0
1703253155565,4,Characters,200,OK,Home Work 17 1-58,text,true,,260,126,2,2,http://localhost:3001/characters,4,0,1
1703253155568,3,Delete character,200,OK,Home Work 17 1-57,text,true,,249,232,2,2,http://localhost:3001/character/4,3,0,0
1703253155569,3,Characters by ID,200,OK,Home Work 17 1-58,text,true,,235,127,1,1,http://localhost:3001/character/1,3,0,0
1703253155572,3,Create character,200,OK,Home Work 17 1-58,text,true,,235,227,2,2,http://localhost:3001/character,3,0,0
1703253155575,2,Change character,200,OK,Home Work 17 1-58,text,true,,235,229,2,2,http://localhost:3001/character/4,2,0,0
1703253155575,3,Characters,200,OK,Home Work 17 1-59,text,true,,260,126,2,2,http://localhost:3001/characters,3,0,1
1703253155578,2,Delete character,200,OK,Home Work 17 1-58,text,true,,249,232,2,2,http://localhost:3001/character/4,2,0,0
1703253155578,3,Characters by ID,200,OK,Home Work 17 1-59,text,true,,235,127,2,2,http://localhost:3001/character/1,3,0,0
1703253155581,3,Create character,200,OK,Home Work 17 1-59,text,true,,235,227,1,1,http://localhost:3001/character,2,0,0
1703253155584,3,Change character,200,OK,Home Work 17 1-59,text,true,,235,229,2,2,http://localhost:3001/character/4,3,0,0
1703253155585,4,Characters,200,OK,Home Work 17 1-60,text,true,,260,126,2,2,http://localhost:3001/characters,4,0,1
1703253155587,2,Delete character,200,OK,Home Work 17 1-59,text,true,,249,232,2,2,http://localhost:3001/character/4,2,0,0
1703253155589,3,Characters by ID,200,OK,Home Work 17 1-60,text,true,,235,127,1,1,http://localhost:3001/character/1,3,0,0
1703253155592,3,Create character,200,OK,Home Work 17 1-60,text,true,,235,227,1,1,http://localhost:3001/character,3,0,0
1703253155595,3,Change character,200,OK,Home Work 17 1-60,text,true,,235,229,2,2,http://localhost:3001/character/4,3,0,0
1703253155597,4,Characters,200,OK,Home Work 17 1-61,text,true,,260,126,2,2,http://localhost:3001/characters,4,0,1
1703253155598,3,Delete character,200,OK,Home Work 17 1-60,text,true,,249,232,2,2,http://localhost:3001/character/4,3,0,0
1703253155601,3,Characters by ID,200,OK,Home Work 17 1-61,text,true,,235,127,1,1,http://localhost:3001/character/1,2,0,0
1703253155604,3,Create character,200,OK,Home Work 17 1-61,text,true,,235,227,2,2,http://localhost:3001/character,3,0,0
1703253155604,4,Characters,200,OK,Home Work 17 1-62,text,true,,260,126,2,2,http://localhost:3001/characters,4,0,1
1703253155607,2,Change character,200,OK,Home Work 17 1-61,text,true,,235,229,2,2,http://localhost:3001/character/4,2,0,0
1703253155608,2,Characters by ID,200,OK,Home Work 17 1-62,text,true,,235,127,2,2,http://localhost:3001/character/1,2,0,0
1703253155609,2,Delete character,200,OK,Home Work 17 1-61,text,true,,249,232,2,2,http://localhost:3001/character/4,2,0,0
1703253155610,2,Create character,200,OK,Home Work 17 1-62,text,true,,235,227,1,1,http://localhost:3001/character,2,0,0
1703253155613,2,Change character,200,OK,Home Work 17 1-62,text,true,,235,229,2,2,http://localhost:3001/character/4,2,0,0
1703253155615,2,Delete character,200,OK,Home Work 17 1-62,text,true,,249,232,2,2,http://localhost:3001/character/4,2,0,0
