timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1703253456156,256,Characters,200,OK,Home Work 17 1-95,text,true,,257,126,476,476,http://localhost:3001/characters,235,0,82
1703253456146,270,Characters,200,OK,Home Work 17 1-88,text,true,,257,126,482,482,http://localhost:3001/characters,269,0,94
1703253456144,271,Characters,200,OK,Home Work 17 1-112,text,true,,257,126,482,482,http://localhost:3001/characters,271,0,96
1703253456141,275,Characters,200,OK,Home Work 17 1-151,text,true,,257,126,482,482,http://localhost:3001/characters,275,0,97
1703253456205,210,Characters,200,OK,Home Work 17 1-280,text,true,,257,126,482,482,http://localhost:3001/characters,210,0,36
1703253456144,272,Characters,200,OK,Home Work 17 1-53,text,true,,257,126,482,482,http://localhost:3001/characters,272,0,95
1703253456154,262,Characters,200,OK,Home Work 17 1-71,text,true,,257,126,482,482,http://localhost:3001/characters,262,0,86
1703253456222,195,Characters,200,OK,Home Work 17 1-296,text,true,,257,126,482,482,http://localhost:3001/characters,195,0,18
1703253456152,263,Characters,200,OK,Home Work 17 1-192,text,true,,257,126,482,482,http://localhost:3001/characters,235,0,85
1703253456151,266,Characters,200,OK,Home Work 17 1-135,text,true,,257,126,482,482,http://localhost:3001/characters,266,0,89
1703253456149,268,Characters,200,OK,Home Work 17 1-30,text,true,,257,126,482,482,http://localhost:3001/characters,268,0,89
1703253456163,252,Characters,200,OK,Home Work 17 1-237,text,true,,257,126,482,482,http://localhost:3001/characters,224,0,75
1703253456144,273,Characters,200,OK,Home Work 17 1-152,text,true,,257,126,482,482,http://localhost:3001/characters,273,0,94
1703253456229,188,Characters,200,OK,Home Work 17 1-303,text,true,,257,126,482,482,http://localhost:3001/characters,188,0,9
1703253456144,271,Characters,200,OK,Home Work 17 1-20,text,true,,257,126,482,482,http://localhost:3001/characters,271,0,96
1703253456156,259,Characters,200,OK,Home Work 17 1-230,text,true,,257,126,481,481,http://localhost:3001/characters,259,0,84
1703253456217,200,Characters,200,OK,Home Work 17 1-291,text,true,,257,126,482,482,http://localhost:3001/characters,200,0,21
1703253456154,261,Characters,200,OK,Home Work 17 1-47,text,true,,257,126,481,481,http://localhost:3001/characters,261,0,86
1703253456144,271,Characters,200,OK,Home Work 17 1-45,text,true,,257,126,478,478,http://localhost:3001/characters,271,0,96
1703253456144,270,Characters,200,OK,Home Work 17 1-28,text,true,,257,126,478,478,http://localhost:3001/characters,243,0,94
1703253456144,271,Characters,200,OK,Home Work 17 1-159,text,true,,257,126,480,480,http://localhost:3001/characters,271,0,96
1703253456144,273,Characters,200,OK,Home Work 17 1-94,text,true,,257,126,482,482,http://localhost:3001/characters,273,0,93
1703253456145,268,Characters,200,OK,Home Work 17 1-218,text,true,,257,126,482,482,http://localhost:3001/characters,268,0,95
1703253456144,269,Characters,200,OK,Home Work 17 1-179,text,true,,257,126,482,482,http://localhost:3001/characters,269,0,96
1703253456149,264,Characters,200,OK,Home Work 17 1-99,text,true,,257,126,482,482,http://localhost:3001/characters,264,0,91
1703253456140,273,Characters,200,OK,Home Work 17 1-197,text,true,,257,126,482,482,http://localhost:3001/characters,249,0,99
1703253456157,256,Characters,200,OK,Home Work 17 1-130,text,true,,257,126,482,482,http://localhost:3001/characters,231,0,80
1703253456146,267,Characters,200,OK,Home Work 17 1-137,text,true,,257,126,482,482,http://localhost:3001/characters,242,0,93
1703253456201,212,Characters,200,OK,Home Work 17 1-272,text,true,,257,126,482,482,http://localhost:3001/characters,188,0,38
1703253456147,266,Characters,200,OK,Home Work 17 1-125,text,true,,257,126,482,482,http://localhost:3001/characters,241,0,91
1703253456151,262,Characters,200,OK,Home Work 17 1-90,text,true,,257,126,482,482,http://localhost:3001/characters,260,0,88
1703253456144,269,Characters,200,OK,Home Work 17 1-173,text,true,,257,126,482,482,http://localhost:3001/characters,243,0,95
1703253456141,272,Characters,200,OK,Home Work 17 1-171,text,true,,257,126,482,482,http://localhost:3001/characters,272,0,99
1703253456156,257,Characters,200,OK,Home Work 17 1-82,text,true,,257,126,482,482,http://localhost:3001/characters,231,0,82
1703253456154,259,Characters,200,OK,Home Work 17 1-166,text,true,,257,126,482,482,http://localhost:3001/characters,254,0,85
1703253456237,176,Characters,200,OK,Home Work 17 1-307,text,true,,257,126,482,482,http://localhost:3001/characters,151,0,1
1703253456149,264,Characters,200,OK,Home Work 17 1-200,text,true,,257,126,482,482,http://localhost:3001/characters,239,0,89
1703253456144,269,Characters,200,OK,Home Work 17 1-75,text,true,,257,126,482,482,http://localhost:3001/characters,243,0,93
1703253456139,274,Characters,200,OK,Home Work 17 1-26,text,true,,257,126,482,482,http://localhost:3001/characters,269,0,100
1703253456144,269,Characters,200,OK,Home Work 17 1-81,text,true,,257,126,482,482,http://localhost:3001/characters,267,0,96
1703253456157,256,Characters,200,OK,Home Work 17 1-122,text,true,,257,126,482,482,http://localhost:3001/characters,230,0,80
1703253456157,256,Characters,200,OK,Home Work 17 1-41,text,true,,257,126,482,482,http://localhost:3001/characters,231,0,81
1703253456142,271,Characters,200,OK,Home Work 17 1-215,text,true,,257,126,482,482,http://localhost:3001/characters,249,0,96
